address,price,size,date_sold,sqm_price,area,percent_increase
Birger Jarlsgatan 105,7230000,"4 rum, 84 m²",2013-08-24,86 100 kr/m²,"Lägenhet, Vasastan",+3.6 %
Valhallavägen 22,3350000,"2 rum, 56 m²",2013-08-24,59 800 kr/m²,"Lägenhet, Vasastan",+11.9 %
Sigtunagatan 13,2350000,"1 rum, 30 m²",2013-08-23,78 300 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Norrbackagatan 5,2520000,"1 rum, 44 m²",2013-08-23,57 300 kr/m²,"Lägenhet, Vasastan",+0.8 %
Birkagatan 19,9010000,"3½ rum, 104 m²",2013-08-23,86 600 kr/m²,"Lägenhet, Birkastan",+20.3 %
Karlbergsvägen 80A,4325000,"2 rum, 62½ m²",2013-08-23,69 200 kr/m²,"Lägenhet, Ö",+8.3 %
Atlasgatan 13,1970000,"1 rum, 25 m²",2013-08-23,78 800 kr/m²,"Lägenhet, Vasastan",+9.7 %
Birger Jarlsgatan 115A,3700000,"2 rum, 68 m²",2013-08-23,54 400 kr/m²,"Lägenhet, Vasastan Östermalm",-5.7 %
Roslagsgatan 59,3200000,"2 rum, 47 m²",2013-08-23,68 100 kr/m²,"Lägenhet, Vasastan",+6.8 %
Rehnsgatan 10A,1780000,"1 rum, 22 m²",2013-08-22,80 900 kr/m²,"Lägenhet, Vasastan",+5.3 %
Sveavägen 121A,3250000,"2½ rum, 54 m²",2013-08-22,60 200 kr/m²,"Lägenhet, Vasastan",+8.5 %
Norrtullsgatan 9,5530000,"3 rum, 80 m²",2013-08-22,69 100 kr/m²,"Lägenhet, Tule",+2.5 %
Tomtebogatan 40,4850000,"2 rum, 56 m²",2013-08-21,86 600 kr/m²,"Lägenhet, Birkastan",+10.4 %
Völundsgatan 1,1810000,"1 rum, 24 m²",2013-08-21,75 400 kr/m²,"Lägenhet, Sabbatsberg/Atlas",—
Idungatan 7C,4600000,"3 rum, 71 m²",2013-08-21,64 800 kr/m²,"Lägenhet, Hagamalm",-2.0 %
Upplandsgatan 26,4750000,"2 rum, 72 m²",2013-08-21,66 000 kr/m²,"Lägenhet, Vasastan",+3.3 %
Dalagatan 68,4445000,"2 rum, 68 m²",2013-08-21,65 400 kr/m²,"Lägenhet, Vasastan",+12.5 %
Karlbergsvägen 80B,3550000,"2 rum, 58 m²",2013-08-21,61 200 kr/m²,"Lägenhet, Vasastan",+4.6 %
Roslagsgatan 40,4250000,"3 rum, 62 m²",2013-08-20,68 500 kr/m²,"Lägenhet, Vasastan",+7.6 %
Rörstrandsgatan 44,2460000,"1 rum, 27 m²",2013-08-20,91 100 kr/m²,"Lägenhet, Birkastan Vasastan",+24.6 %
Roslagsgatan 29,3025000,"2 rum, 47 m²",2013-08-20,64 400 kr/m²,"Lägenhet, Sibirien",-4.7 %
Hagagatan 50,5200000,"3 rum, 84 m²",2013-08-20,61 900 kr/m²,"Lägenhet, Vasastan",+4.1 %
Birkagatan 15,2900000,"2 rum, 41 m²",2013-08-19,70 700 kr/m²,"Lägenhet, Vasastan",+3.6 %
Surbrunnsgatan 10,5495000,"3 rum, 97 m²",2013-08-19,56 600 kr/m²,"Lägenhet, Vasastan Östermalm",+/-0.0 %
Gästrikegatan 12,5400000,"3 rum, 86 m²",2013-08-19,62 800 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+13.7 %
Valhallavägen 14,4500000,"3 rum, 86 m²",2013-08-19,52 300 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Atlasgatan 16,2750000,"1½ rum, 38 m²",2013-08-19,72 400 kr/m²,"Lägenhet, Vasastan",+11.1 %
Robert Almströmsgatan 7,2585000,"2 rum, 35 m²",2013-08-18,73 900 kr/m²,"Lägenhet, Vasastan",+10.0 %
Upplandsgatan 67,4700000,"3 rum, 75 m²",2013-08-18,62 700 kr/m²,"Lägenhet, Vasastan",+4.6 %
Surbrunnsgatan 60,6700000,"4 rum, 106 m²",2013-08-17,63 200 kr/m²,"Lägenhet, Vasastan",+3.1 %
Hagagatan 50,5300000,"3 rum, 92 m²",2013-08-17,57 600 kr/m²,"Lägenhet, Vasastan",-2.8 %
Hagagatan 50,5300000,"3 rum, 84 m²",2013-08-16,63 100 kr/m²,"Lägenhet, Hagamalm",+6.1 %
Torsgatan 70,1830000,"1 rum, 26 m²",2013-08-16,70 400 kr/m²,"Lägenhet, Birkastan",+1.9 %
Sveavägen 97,2920000,"1½ rum, 43½ m²",2013-08-16,67 100 kr/m²,"Lägenhet, Vasastan",+4.5 %
Karlbergsvägen 87,3550000,"2 rum, 60 m²",2013-08-16,59 200 kr/m²,"Lägenhet, Birkastan",-2.7 %
Tomtebogatan 1A,2590000,"1 rum, 39 m²",2013-08-15,66 400 kr/m²,"Lägenhet, Vasastan",+8.1 %
Torbjörn Klockares gata 11,2050000,"1 rum, 32 m²",2013-08-15,64 100 kr/m²,"Lägenhet, Vasastan",+5.1 %
Rörstrandsgatan 25,2100000,"1 rum, 26 m²",2013-08-15,80 800 kr/m²,"Lägenhet, Vasastan",+5.3 %
Birkagatan 16,2200000,"1 rum, 34 m²",2013-08-14,64 700 kr/m²,"Lägenhet, Birkastan",+4.8 %
Vanadisvägen 7,3950000,"2 rum, 64 m²",2013-08-14,61 700 kr/m²,"Lägenhet, Vasastan",+13.7 %
Vikingagatan 14B,4180000,"2 rum, 58 m²",2013-08-14,72 100 kr/m²,"Lägenhet, Vasastan",+11.5 %
Kungstensgatan 28C,5100000,"3 rum, 89 m²",2013-08-14,57 300 kr/m²,"Lägenhet, Tule",+6.4 %
Sankt Eriksgatan 92,2970000,"2 rum, 41 m²",2013-08-14,72 400 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+10.2 %
Roslagsgatan 17,4375000,"2 rum, 72 m²",2013-08-14,60 800 kr/m²,"Lägenhet, Vasastan",+10.1 %
Observatoriegatan 9,2320000,"1 rum, 30 m²",2013-08-14,77 300 kr/m²,"Lägenhet, Vasastan",+7.9 %
Luntmakargatan 95,3100000,"2 rum, 44 m²",2013-08-14,70 500 kr/m²,"Lägenhet, Vasastan",+10.9 %
Västmannagatan 30,5850000,"3 rum, 86 m²",2013-08-14,68 000 kr/m²,"Lägenhet, Vasastan",+4.7 %
Dalagatan 40,2370000,"1 rum, 33 m²",2013-08-14,71 800 kr/m²,"Lägenhet, Vasastan",+5.3 %
Sankt Eriksgatan 85B,3375000,"2 rum, 51 m²",2013-08-14,66 200 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Hagagatan 15G,4070000,"3 rum, 77 m²",2013-08-13,52 900 kr/m²,"Lägenhet, Vasastan",+1.8 %
Surbrunnsgatan 62,8100000,"4 rum, 129 m²",2013-08-13,62 800 kr/m²,"Lägenhet, Vasastan",+1.9 %
Upplandsgatan 78,3300000,"2 rum, 54 m²",2013-08-13,61 100 kr/m²,"Lägenhet, Vasastan",+18.3 %
Sankt Eriksgatan 84,2520000,"2 rum, 38 m²",2013-08-12,66 300 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+1.6 %
Birger Jarlsgatan 104N,1700000,"1 rum, 20½ m²",2013-08-12,82 900 kr/m²,"Lägenhet, Vasastan Östermalm",+6.3 %
Hagagatan 22,2580000,"1 rum, 40 m²",2013-08-12,64 500 kr/m²,"Lägenhet, Vasastan",+7.7 %
Rörstrandsgatan 25,3800000,"2 rum, 67 m²",2013-08-12,56 700 kr/m²,"Lägenhet, Birkastan Vasastan",+/-0.0 %
Idungatan 10A,4400000,"2½ rum, 68 m²",2013-08-12,64 700 kr/m²,"Lägenhet, Vasastan",-4.3 %
Idungatan 5,3900000,"2 rum, 69 m²",2013-08-10,56 500 kr/m²,"Lägenhet, Vasastan",-1.3 %
Idungatan 10,2725000,"1 rum, 34 m²",2013-08-09,80 100 kr/m²,"Lägenhet, Vasastan",+16.0 %
Karlbergsvägen 30,3250000,"2 rum, 44 m²",2013-08-09,73 900 kr/m²,"Lägenhet, Hagamalm",+3.2 %
Torsgatan 40,2360000,"1 rum, 32 m²",2013-08-09,73 800 kr/m²,"Lägenhet, Birkastan",+21.0 %
Hälsingegatan 15,4010000,"2 rum, 50 m²",2013-08-09,80 200 kr/m²,"Lägenhet, Vasastan",+8.7 %
Sveavägen 115,8500000,"4½ rum, 125 m²",2013-08-09,68 000 kr/m²,"Lägenhet, Hagamalm",+21.9 %
Hagagatan 48,4800000,"3 rum, 64 m²",2013-08-09,75 000 kr/m²,"Lägenhet, Vasastan",+12.3 %
Torbjörn Klockares gata 21,3925000,"2 rum, 64 m²",2013-08-09,61 300 kr/m²,"Lägenhet, Vasastan",+13.8 %
Torbjörn Klockares gata 4,2385000,"1 rum, 41 m²",2013-08-08,58 200 kr/m²,"Lägenhet, Birkastan",+0.4 %
Dalagatan 62,2750000,"1½ rum, 37 m²",2013-08-08,74 300 kr/m²,"Lägenhet, Vasastan",+6.0 %
Gästrikegatan 18A,2320000,"1 rum, 30 m²",2013-08-08,77 300 kr/m²,"Lägenhet, Vasastan",+7.9 %
Robert Almströmsgatan 9B,2960000,"2 rum, 48 m²",2013-08-08,61 700 kr/m²,"Lägenhet, Birkastan",+7.6 %
Ingemarsgatan 10,4320000,"3 rum, 74 m²",2013-08-07,58 400 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Atlasgatan 16,2875000,"2 rum, 32 m²",2013-08-07,89 800 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+15.2 %
Norra Stationsgatan 117,2390000,"1 rum, 40 m²",2013-08-07,59 800 kr/m²,"Lägenhet, Birkastan",+14.1 %
Tomtebogatan 8,5920000,"3 rum, 88 m²",2013-08-07,67 300 kr/m²,"Lägenhet, Birkastan",+7.7 %
Odengatan 87,3600000,"2 rum, 50 m²",2013-08-07,72 000 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+20.2 %
Roslagsgatan 58,2155000,"1 rum, 33 m²",2013-08-07,65 300 kr/m²,"Lägenhet, Sibirien",-1.8 %
Torbjörn Klockares gata 17,4100000,"2 rum, 62 m²",2013-08-07,66 100 kr/m²,"Lägenhet, Birkastan",+5.3 %
Västmannagatan 28,6650000,"3 rum, 93 m²",2013-08-07,71 500 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+11.8 %
Tomtebogatan 15,5175000,"3 rum, 69 m²",2013-08-07,75 000 kr/m²,"Lägenhet, Vasastan",+5.6 %
Bråvallagatan 12C,3850000,"2 rum, 66 m²",2013-08-07,58 300 kr/m²,"Lägenhet, Birkastan",-3.6 %
Sankt Eriksgatan 85D,2130000,"1 rum, 41 m²",2013-08-06,52 000 kr/m²,"Lägenhet, Birkastan",+21.7 %
Karlbergsvägen 87,3650000,"2 rum, 59 m²",2013-08-03,61 900 kr/m²,"Lägenhet, Birkastan",+1.7 %
Adress saknas,2755000,"2 rum, 40 m²",2013-08-03,68 900 kr/m²,"Lägenhet, Tule",+6.2 %
Bråvallagatan 7,3010000,"1½ rum, 39 m²",2013-08-01,76 800 kr/m²,"Lägenhet, Vasastan",+11.5 %
Rörstrandsgatan 23,2115000,"1 rum, 27 m²",2013-07-30,78 300 kr/m²,"Lägenhet, Vasastan",+11.6 %
Roslagsgatan 45,2850000,"2 rum, 50 m²",2013-07-30,57 000 kr/m²,"Lägenhet, Vasastan",-4.8 %
Teknologgatan 9,3500000,"2 rum, 47 m²",2013-07-29,74 500 kr/m²,"Lägenhet, Vasastan",+6.2 %
Sveavägen 136,4200000,"3 rum, 80 m²",2013-07-29,52 500 kr/m²,"Lägenhet, Vasastan",-4.0 %
Norra Stationsgatan 119,2150000,"1 rum, 31 m²",2013-07-25,69 400 kr/m²,"Lägenhet, Vasastan",+8.9 %
Tomtebogatan 7,4525000,"3 rum, 50 m²",2013-07-25,90 500 kr/m²,"Lägenhet, Vasastan",+13.3 %
Norrtullsgatan 38,2425000,"2 rum, 45 m²",2013-07-25,53 900 kr/m²,"Lägenhet, Vasastan",-2.8 %
Roslagsgatan 13B,4500000,"3 rum, 66 m²",2013-07-25,68 200 kr/m²,"Lägenhet, Vasastan",+5.3 %
Atlasmuren 18,2895000,"2 rum, 43 m²",2013-07-25,67 300 kr/m²,"Lägenhet, Birkastan",+/-0.0 %
Västeråsgatan 3D,3575000,"2 rum, 52 m²",2013-07-24,68 800 kr/m²,"Lägenhet, Vasastan",+6.7 %
Birkagatan 27,2295000,"1 rum, 30½ m²",2013-07-24,75 200 kr/m²,"Lägenhet, Birkastan",-8.2 %
Rörstrandsgatan 34,4060000,"2 rum, 65 m²",2013-07-23,62 500 kr/m²,"Lägenhet, Birkastan",+2.8 %
Vikingagatan 21,3220000,"2 rum, 48 m²",2013-07-21,67 100 kr/m²,"Lägenhet, Birkastan",+19.5 %
Västmannagatan 32,5600000,"3 rum, 74 m²",2013-07-19,75 700 kr/m²,"Lägenhet, Vasastan",+12.2 %
Kungstensgatan 28C,4800000,"3 rum, 77 m²",2013-07-19,62 300 kr/m²,"Lägenhet, Vasastan",-3.9 %
Västmannagatan 87,3950000,"2 rum, 53 m²",2013-07-17,74 500 kr/m²,"Lägenhet, Vasastan",+16.3 %
Karlbergsvägen 62,4935000,"3 rum, 69 m²",2013-07-16,71 500 kr/m²,"Lägenhet, Birkastan",+3.9 %
Vanadisvägen 3,2800000,"2 rum, 43 m²",2013-07-16,65 100 kr/m²,"Lägenhet, Vasastan",-3.4 %
Hagagatan 11,3900000,"3 rum, 69 m²",2013-07-16,56 500 kr/m²,"Lägenhet, Vasastan",-2.4 %
Frejgatan 4,2900000,"2 rum, 42 m²",2013-07-12,69 000 kr/m²,"Lägenhet, Östermalm",+4.3 %
Valhallavägen 2,3900000,"3 rum, 73½ m²",2013-07-10,53 100 kr/m²,"Lägenhet, Vasastan Östermalm",+1.3 %
Karlbergsvägen 45,7500000,"5 rum, 155 m²",2013-07-10,48 400 kr/m²,"Lägenhet, Vasastan",-6.3 %
Tulegatan 41,5000000,"4 rum, 90 m²",2013-07-09,55 600 kr/m²,"Lägenhet, Vasastan",-3.8 %
Frejgatan 103A,3600000,"2 rum, 54 m²",2013-07-09,66 700 kr/m²,"Lägenhet, Vasastan",-2.6 %
Torsgatan 71,3500000,"2½ rum, 68 m²",2013-07-08,51 500 kr/m²,"Lägenhet, Vasastan",-5.4 %
Torbjörn Klockares gata 7,6300000,"3½ rum, 90 m²",2013-07-06,70 000 kr/m²,"Lägenhet, Vasastan",-0.8 %
Odengatan 16A,5300000,"3 rum, 78 m²",2013-07-06,67 900 kr/m²,"Lägenhet, Östermalm",-0.9 %
Sveavägen 136,6100000,"5 rum, 98 m²",2013-07-05,62 200 kr/m²,"Lägenhet, Vasastan",+1.8 %
Dannemoragatan 18,2350000,"1 rum, 36 m²",2013-07-04,65 300 kr/m²,"Lägenhet, Vasastan",+6.8 %
Surbrunnsgatan 10,7660000,"4 rum, 112 m²",2013-07-04,68 400 kr/m²,"Lägenhet, Östermalm",+4.9 %
Sigtunagatan 6,3110000,"1 rum, 48 m²",2013-07-04,64 800 kr/m²,"Lägenhet, Vasastan",+11.1 %
Torsgatan 58,2695000,"2 rum, 41 m²",2013-07-04,65 700 kr/m²,"Lägenhet, Birkastan",+/-0.0 %
Birger Jarlsgatan 96,4300000,"2 rum, 57 m²",2013-07-04,75 400 kr/m²,"Lägenhet, Östermalm",+/-0.0 %
Karlbergsvägen 71B,3195000,"2 rum, 57 m²",2013-07-04,56 100 kr/m²,"Lägenhet, Birkastan",-3.0 %
Torsgatan 78,2950000,"2 rum, 47 m²",2013-07-04,62 800 kr/m²,"Lägenhet, Vasastan",-1.5 %
Rörstrandsgatan 48,2400000,"1 rum, 25 m²",2013-07-03,96 000 kr/m²,"Lägenhet, Birkastan",+14.6 %
Rehnsgatan 24,2650000,"1 rum, 38 m²",2013-07-03,69 700 kr/m²,"Lägenhet, Vasastan",+3.9 %
Sigtunagatan 8,6550000,"3 rum, 85 m²",2013-07-03,77 100 kr/m²,"Lägenhet, Vasastan",+10.1 %
Väringgatan 27,4375000,"2½ rum, 71 m²",2013-07-03,61 600 kr/m²,"Lägenhet, Vasastan",+2.9 %
Birger Jarlsgatan 104G,2695000,"2½ rum, 51 m²",2013-07-03,52 800 kr/m²,"Lägenhet, Östermalm",+/-0.0 %
Frejgatan 19A,2610000,"1 rum, 31 m²",2013-07-02,84 200 kr/m²,"Lägenhet, Vasastan",+14.7 %
Tomtebogatan 48,2825000,"1 rum, 40 m²",2013-07-02,70 600 kr/m²,"Lägenhet, Birkastan Vasastan",+2.7 %
Vanadisvägen 36,3200000,"2 rum, 48 m²",2013-07-01,66 700 kr/m²,"Lägenhet, Hagamalm",+/-0.0 %
Upplandsgatan 74,6225000,"3 rum, 97 m²",2013-07-01,64 200 kr/m²,"Lägenhet, Vasastan",-2.6 %
Birger Jarlsgatan 104J,1710000,"1 rum, 21 m²",2013-07-01,81 400 kr/m²,"Lägenhet, Vasastan Östermalm",+14.4 %
Drejargatan 8,3500000,"2 rum, 54 m²",2013-07-01,64 800 kr/m²,"Lägenhet, Birkastan Vasastan",+3.7 %
Tomtebogatan 3,1950000,"1 rum, 20 m²",2013-06-29,97 500 kr/m²,"Lägenhet, Vasastan",+8.6 %
Karlbergsvägen 76,4600000,"5 rum, 109 m²",2013-06-29,42 200 kr/m²,"Lägenhet, Birkastan Vasastan",+8.2 %
Torsgatan 56,3720000,"3 rum, 76 m²",2013-06-29,48 900 kr/m²,"Lägenhet, Vasastan",-2.1 %
Hälsingegatan 13,4665000,"2 rum, 62 m²",2013-06-28,75 200 kr/m²,"Lägenhet, Vasastan",+11.1 %
Birkagatan 21B,2520000,"1 rum, 34 m²",2013-06-28,74 100 kr/m²,"Lägenhet, Vasastan",+15.1 %
Karlbergsvägen 76,3500000,"3 rum, 78 m²",2013-06-28,44 900 kr/m²,"Lägenhet, Birkastan Vasastan",+21.7 %
Atlasgatan 9,2310000,"1 rum, 33 m²",2013-06-28,70 000 kr/m²,"Lägenhet, Atlas Vasastan",+15.8 %
Dalagatan 26,4200000,"2 rum, 46 m²",2013-06-28,91 300 kr/m²,"Lägenhet, Vasastan",+6.3 %
Gävlegatan 2,2400000,"1 rum, 29 m²",2013-06-28,82 800 kr/m²,"Lägenhet, Vasastan Birkastan",+20.3 %
Tomtebogatan 15,4600000,"3 rum, 66 m²",2013-06-27,69 700 kr/m²,"Lägenhet, Vasastan",+8.2 %
Roslagsgatan 58,1610000,"1 rum, 16 m²",2013-06-27,100 600 kr/m²,"Lägenhet, Vasastan",+0.9 %
Luntmakargatan 95,3910000,"3 rum, 63 m²",2013-06-27,62 100 kr/m²,"Lägenhet, Vasastan",+0.3 %
Atlasgatan 9,1965000,"1 rum, 32 m²",2013-06-27,61 400 kr/m²,"Lägenhet, Vasastan",+3.4 %
Sveavägen 138,4200000,"3 rum, 74 m²",2013-06-27,56 800 kr/m²,"Lägenhet, Vasastan",+5.1 %
Döbelnsgatan 58,2270000,"1 rum, 31 m²",2013-06-27,73 200 kr/m²,"Lägenhet, Vasastan",+3.4 %
Tulegatan 47,5650000,"3 rum, 89 m²",2013-06-27,63 500 kr/m²,"Lägenhet, Vasastan",+6.7 %
Vidargatan 7,6350000,"3 rum, 101 m²",2013-06-24,62 900 kr/m²,"Lägenhet, Odenplan",+1.6 %
Falugatan 17,2650000,"2 rum, 42½ m²",2013-06-24,62 400 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Gävlegatan 7,2490000,"1 rum, 38 m²",2013-06-22,65 500 kr/m²,"Lägenhet, Vasastan",+3.8 %
Karlbergsvägen 32B,4555000,"2 rum, 68 m²",2013-06-21,67 000 kr/m²,"Lägenhet, Vasastan",+8.5 %
Tre Liljor 3,3675000,"2 rum, 57 m²",2013-06-20,64 500 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Tulegatan 35A,5975000,"3 rum, 90 m²",2013-06-20,66 400 kr/m²,"Lägenhet, Sibirien",+3.0 %
Kungstensgatan 53,6875000,"3 rum, 103 m²",2013-06-20,66 700 kr/m²,"Lägenhet, Vasastan",+2.6 %
Tomtebogatan 15A,3995000,"2 rum, 61 m²",2013-06-20,65 500 kr/m²,"Lägenhet, Birkastan",+/-0.0 %
Hagagatan 15F,5870000,"4½ rum, 97 m²",2013-06-20,60 500 kr/m²,"Lägenhet, Vasastan",+6.8 %
Sveavägen 93,2210000,"1 rum, 36 m²",2013-06-20,61 400 kr/m²,"Lägenhet, Vasastan",+10.5 %
Dalagatan 23,7195000,"4 rum, 97 m²",2013-06-20,74 200 kr/m²,"Lägenhet, Vasastan",+3.2 %
Tomtebogatan 13,6100000,"3 rum, 101 m²",2013-06-20,60 400 kr/m²,"Lägenhet, Birkastan",-5.4 %
Sigtunagatan 10,4200000,"2 rum, 55 m²",2013-06-20,76 400 kr/m²,"Lägenhet, Vasastan",+5.1 %
Norrtullsgatan 16B,3875000,"2 rum, 71 m²",2013-06-20,54 600 kr/m²,"Lägenhet, Vasastan",+10.9 %
Döbelnsgatan 29,4750000,"3 rum, 78 m²",2013-06-20,60 900 kr/m²,"Lägenhet, Vasastan",-2.1 %
Heimdalsgatan 1,4450000,"3 rum, 73 m²",2013-06-20,61 000 kr/m²,"Lägenhet, Vasastan",-1.1 %
Sankt Eriksgatan 93,6500000,"4 rum, 124 m²",2013-06-20,52 400 kr/m²,"Lägenhet, Vasastan",-4.3 %
Hagagatan 18,5420000,"3 rum, 100 m²",2013-06-20,54 200 kr/m²,"Lägenhet, Vasastan",-6.6 %
Karlbergsvägen 66A,5500000,"4 rum, 94 m²",2013-06-20,58 500 kr/m²,"Lägenhet, Vasastan",-3.5 %
Norrbackagatan 27,4250000,"3½ rum, 77 m²",2013-06-19,55 200 kr/m²,"Lägenhet, Vasastan",+12.0 %
Norrtullsgatan 47,2700000,"1 rum, 30 m²",2013-06-19,90 000 kr/m²,"Lägenhet, Vasastan",+18.7 %
Rörstrandsgatan 48,2100000,"1 rum, 25 m²",2013-06-19,84 000 kr/m²,"Lägenhet, Birkastan",+23.9 %
Atlasgatan 1,3705000,"2 rum, 63 m²",2013-06-19,58 800 kr/m²,"Lägenhet, Vasastan",+3.6 %
Odengatan 6,2720000,37 m²,2013-06-19,73 500 kr/m²,"Lägenhet, Östermalm",+15.7 %
Frejgatan 18,2715000,"1½ rum, 42 m²",2013-06-19,64 600 kr/m²,"Lägenhet, Vasastan",+9.7 %
Västmannagatan 49,3300000,"2 rum, 47 m²",2013-06-19,70 200 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+11.9 %
Markvardsgatan 6,5450000,"2 rum, 72 m²",2013-06-19,75 700 kr/m²,"Lägenhet, Tule",+0.9 %
Atlasmuren 18,3885000,"3 rum, 63 m²",2013-06-19,61 700 kr/m²,"Lägenhet, Vasastan",-2.9 %
Sankt Eriksgatan 99,4200000,"2½ rum, 76 m²",2013-06-19,55 300 kr/m²,"Lägenhet, Vasastan",+1.2 %
Sveavägen 117,3000000,"2 rum, 60 m²",2013-06-19,50 000 kr/m²,"Lägenhet, Vasastan",+0.2 %
Vulcanusgatan 4,1850000,"1 rum, 32 m²",2013-06-18,57 800 kr/m²,"Lägenhet, Vasastan",-7.3 %
Döbelnsgatan 60,2425000,"1 rum, 31 m²",2013-06-18,78 200 kr/m²,"Lägenhet, Sibirien",+1.0 %
Tomtebogatan 37,6050000,"3 rum, 83 m²",2013-06-17,72 900 kr/m²,"Lägenhet, Birkastan",+4.4 %
Döbelnsgatan 16B,5850000,"3 rum, 94 m²",2013-06-17,62 200 kr/m²,"Lägenhet, Vasastan",+4.5 %
Västmannagatan 77,4585000,"3 rum, 68 m²",2013-06-17,67 400 kr/m²,"Lägenhet, Vasastan",+4.3 %
Birger Jarlsgatan 110,3345000,"2 rum, 57 m²",2013-06-16,58 700 kr/m²,"Lägenhet, Vasastan",+1.5 %
Vikingagatan 15,4450000,"3 rum, 75 m²",2013-06-15,59 300 kr/m²,"Lägenhet, Vasastan",-7.2 %
Luntmakargatan 56A,4500000,"2 rum, 63 m²",2013-06-14,71 400 kr/m²,"Lägenhet, Vasastan",+4.8 %
Karlbergsvägen 27C,3210000,"2 rum, 39 m²",2013-06-14,82 300 kr/m²,"Lägenhet, Vasastan",+7.9 %
Birger Jarlsgatan 102B,4600000,"3 rum, 79 m²",2013-06-14,58 200 kr/m²,"Lägenhet, Östermalm",-1.1 %
Torsgatan 53,6200000,"3 rum, 103 m²",2013-06-14,60 200 kr/m²,"Lägenhet, Vasastan",+7.8 %
Tomtebogatan 13,6950000,"3 rum, 95 m²",2013-06-14,73 200 kr/m²,"Lägenhet, Birkastan",+11.2 %
Valhallavägen 4A,4075000,"3 rum, 68 m²",2013-06-14,59 900 kr/m²,"Lägenhet, Östermalm",-2.9 %
Tulegatan 5A,4400000,"2½ rum, 74 m²",2013-06-14,59 500 kr/m²,"Lägenhet, Vasastan",-1.1 %
Sankt Eriksgatan 92,4125000,"2 rum, 74 m²",2013-06-13,55 700 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+8.7 %
Vulcanusgatan 8,4700000,"3 rum, 71 m²",2013-06-13,66 200 kr/m²,"Lägenhet, Vasastan",+5.0 %
Surbrunnsgatan 4,3630000,"2 rum, 56 m²",2013-06-13,64 800 kr/m²,"Lägenhet, Vasastan",+3.7 %
Karlbergsvägen 68,2600000,"2 rum, 36 m²",2013-06-13,72 200 kr/m²,"Lägenhet, Birkastan",+0.2 %
Kungstensgatan 61,5150000,"4 rum, 83 m²",2013-06-13,62 000 kr/m²,"Lägenhet, Sabbatsberg/Atlas",+3.1 %
Roslagsgatan 33,4650000,"2½ rum, 67 m²",2013-06-13,69 400 kr/m²,"Lägenhet, Vasastan",+3.4 %
Upplandsgatan 45,8300000,"3 rum, 103 m²",2013-06-13,80 600 kr/m²,"Lägenhet, Vasastan",-2.4 %
Tomtebogatan 39A,3000000,"2 rum, 56 m²",2013-06-13,53 600 kr/m²,"Lägenhet, Birkastan",+0.2 %
Norrtullsgatan 9,2970000,"2 rum, 43½ m²",2013-06-13,68 300 kr/m²,"Lägenhet, Vasastan",+0.7 %
Tomtebogatan 37A,3875000,"2 rum, 54 m²",2013-06-12,71 800 kr/m²,"Lägenhet, Vasastan Birkastan",+8.4 %
Surbrunnsgatan 4,3300000,"2 rum, 52 m²",2013-06-12,63 500 kr/m²,"Lägenhet, Vasastan",-2.2 %
Roslagsgatan 33B,3920000,"2 rum, 58 m²",2013-06-12,67 600 kr/m²,"Lägenhet, Vasastan",+9.0 %
Surbrunnsgatan 45,4750000,"3 rum, 71 m²",2013-06-12,66 900 kr/m²,"Lägenhet, Sibirien",-6.9 %
Upplandsgatan 86,3830000,"3 rum, 76 m²",2013-06-12,50 400 kr/m²,"Lägenhet, Hagamalm",-4.1 %
Vanadisvägen 28,3530000,"2 rum, 59 m²",2013-06-12,59 800 kr/m²,"Lägenhet, Hagamalm",-7.0 %
Karlbergsvägen 87B,3295000,"2 rum, 53 m²",2013-06-12,62 200 kr/m²,"Lägenhet, Vasastan",+/-0.0 %
Tomtebogatan 39A,4050000,"3 rum, 61 m²",2013-06-11,66 400 kr/m²,"Lägenhet, Birkastan",+1.4 %
Valhallavägen 12A,4000000,"3 rum, 72 m²",2013-06-11,55 600 kr/m²,"Lägenhet, Östermalm",+/-0.0 %
Dalagatan 86E,2650000,"1 rum, 41 m²",2013-06-11,64 600 kr/m²,"Lägenhet, Hagamalm",+1.1 %
Dalagatan 90,3320000,"2 rum, 52 m²",2013-06-11,63 800 kr/m²,"Lägenhet, Vasastan",+0.9 %
Birkagatan 4,3310000,"2 rum, 47 m²",2013-06-10,70 400 kr/m²,"Lägenhet, Birkastan Vasastan",+0.3 %
Valhallavägen 16,4190000,"3 rum, 89 m²",2013-06-10,47 100 kr/m²,"Lägenhet, Vasastan Östermalm",+7.6 %
